"Longitude","Latitude","presence"
2.20833333333331,8.54166666666667,1
-7.29166666666669,37.2916666666667,1
-3.875,36.9583333333333,1
-6.375,36.875,1
-2.79166666666669,37.2083333333333,1
-4.95833333333334,36.875,1
-5.875,37.875,1
-5.04166666666669,38.125,1
-7.04166666666669,37.2083333333333,1
-5.625,36.5416666666667,1
-3.70833333333334,36.9583333333333,1
-5.54166666666669,36.2916666666667,1
-2.79166666666669,38.2083333333333,1
-2.79166666666669,37.7083333333333,1
-4.79166666666669,36.9583333333333,1
-6.79166666666669,37.2083333333333,1
-4.625,36.625,1
-5.20833333333334,38.125,1
-6.79166666666669,37.125,1
-4.875,37.9583333333333,1
-3.04166666666669,38.375,1
-6.54166666666669,37.7083333333333,1
-2.54166666666669,37.9583333333333,1
-6.20833333333334,37.2083333333333,1
-2.54166666666669,37.2916666666667,1
-6.70833333333334,37.125,1
-4.79166666666669,36.875,1
-3.79166666666669,36.875,1
-2.70833333333334,37.2916666666667,1
-3.70833333333334,36.875,1
-2.45833333333334,37.2083333333333,1
-4.95833333333334,36.7083333333333,1
-4.95833333333334,36.625,1
-3.625,36.875,1
-3.20833333333334,36.9583333333333,1
-2.70833333333334,38.2083333333333,1
-4.375,38.125,1
-6.45833333333334,36.875,1
-2.625,38.2916666666667,1
-5.375,38.0416666666667,1
-3.45833333333334,37.125,1
-2.875,37.375,1
-5.04166666666669,38.2083333333333,1
-3.70833333333334,37.5416666666667,1
-2.875,38.4583333333333,1
-4.45833333333334,36.7916666666667,1
-3.54166666666669,37.0416666666667,1
-2.79166666666669,38.375,1
-2.54166666666669,38.0416666666667,1
-3.29166666666669,37.2916666666667,1
-5.20833333333334,36.625,1
-3.95833333333334,36.875,1
-6.70833333333334,37.625,1
-2.95833333333334,37.9583333333333,1
-2.54166666666669,37.125,1
-2.20833333333334,37.7083333333333,1
-2.875,37.0416666666667,1
-6.45833333333334,37.7083333333333,1
-5.125,37.9583333333333,1
-2.625,37.375,1
-6.54166666666669,36.9583333333333,1
-6.79166666666669,37.4583333333333,1
-4.375,36.7916666666667,1
-5.04166666666669,36.625,1
-3.20833333333334,37.0416666666667,1
-3.375,37.7083333333333,1
-2.45833333333334,37.9583333333333,1
-6.95833333333334,37.875,1
-5.125,36.625,1
-5.375,37.125,1
-2.45833333333334,38.2083333333333,1
-3.20833333333334,37.2083333333333,1
-2.29166666666669,37.2916666666667,1
-2.54166666666669,37.0416666666667,1
-4.875,36.5416666666667,1
-2.95833333333334,37.0416666666667,1
-3.375,37.7916666666667,1
-4.875,36.7083333333333,1
-7.125,37.2083333333333,1
-7.20833333333334,37.375,1
-3.95833333333334,37.2916666666667,1
-7.125,37.7916666666667,1
-3.20833333333334,38.375,1
-3.375,37.2083333333333,1
-2.625,38.125,1
-4.20833333333334,38.2083333333333,1
-3.45833333333334,37.375,1
-2.875,37.7916666666667,1
-6.45833333333334,36.9583333333333,1
