"algo","mean","sd","weight"
"CTA",0.9400625,0,0.139395006580045
"GBM",0.993854166666667,0,0.147371380203024
"GLM",0.912,0,0.135233823284091
"MARS",0.949708333333333,0,0.140825316799812
"MAXNET",0.977333333333333,0,0.144921626414092
"RF",0.994770833333333,0,0.147507306012246
"XGBOOST",0.976145833333333,0,0.144745540706691
