"algo","mean","sd","weight"
"CTA",0.879625,0,0.137305530984963
"GBM",0.961729166666667,0,0.150121624434154
"GLM",0.8215,0,0.128232478276705
"MARS",0.8961875,0,0.139890863208283
"MAXNET",0.950145833333333,0,0.148313517872938
"RF",0.963125,0,0.150339507778761
"XGBOOST",0.934020833333333,0,0.145796477444196
