"expl.var","var.imp"
"Bio12",24.1249105749443
"Bio13",34.8529244375718
"Bio15",19.0673654724411
"Bio18",166.440866501623
"Bio2",20.7261932947825
"Bio3",35.4241563290844
"Bio4",34.0788356248566
"Bio5",34.6355776010913
"Bio6",95.8497878348708
"Bio8",21.8445224291002
