"algo","mean","sd","weight"
"CTA",0.967625,0.00683008052661168,0.123317349816004
"GBM",0.9950625,0.000853912563829967,0.126814076115527
"GLM",0.971125,0.0138750375374868,0.123763401462412
"MARS",0.9735,0.0115470053837925,0.124066079365332
"MAXENT",0.9615625,0.0122798954935836,0.12254472464276
"MAXNET",0.9955625,0.00414678590396627,0.1268777977793
"RF",0.997375,0.000718795288428261,0.127108788810476
"XGBOOST",0.9848125,0.00415080313513743,0.125507782008188
