"expl.var","w.varimp"
"Bio12",0.0586559006732078
"Bio13",0.0662677847453265
"Bio15",0.0422084014368961
"Bio18",0.611472662831623
"Bio19",0.0125027830876249
"Bio2",0.0584516252448783
"Bio3",0.0960521169505595
"Bio4",0.0544743771665504
"Bio5",0.0586063193370854
"Bio6",0.20022070216406
"Bio8",0.0425097472000863
