"expl.var","var.imp"
"Bio12",9.31094479395358
"Bio13",10.6408792703872
"Bio15",6.79490896852276
"Bio18",98.0036013825331
"Bio19",2.00103824125079
"Bio2",9.35969743760999
"Bio3",15.3636346674387
"Bio4",8.7071704783096
"Bio5",9.35000523261779
"Bio6",32.0987765587542
"Bio8",6.80161081425773
