"expl.var","var.imp"
"Bio12",4.20721185325947
"Bio13",1.25011633528339
"Bio15",0.713932052070526
"Bio18",7.48343729254881
"Bio19",1.71083367767345
"Bio2",8.22804269488618
"Bio3",8.30796417300547
"Bio4",38.7484730900223
"Bio5",11.7870816597852
"Bio6",85.4206790528406
"Bio8",0.948938560670135
