"algo","mean","sd","weight"
"CTA",0.906125,0.0230965365368923,0.12562169656009
"GBM",0.9450625,0.00302145108626082,0.13101984230136
"GLM",0.885,0,0.122693007538342
"MARS",0.885,0,0.122693007538342
"MAXENT",0.885,NA,0.122693007538342
"MAXNET",0.885,0,0.122693007538342
"RF",0.91175,0.00431277173056957,0.126401524997834
"XGBOOST",0.9101875,0.0273184156446404,0.126184905987349
