"algo","mean","sd","weight"
"CTA",0.959104166666667,0,0.141140294132976
"GBM",0.984875,0,0.144932690332609
"GLM",0.961083333333333,0,0.141431545255826
"MARS",0.9611875,0,0.141446874262292
"MAXNET",0.970979166666667,0,0.142887800870074
"RF",0.986375,0,0.145153428025716
"XGBOOST",0.971791666666667,0,0.143007367120507
