"expl.var","w.varimp"
"Bio12",0.0153284378136791
"Bio13",0.0249535272572674
"Bio15",0.0098177292618377
"Bio18",0.0280852772407929
"Bio19",0.00686544120316735
"Bio2",0.0347689017431046
"Bio3",0.407633262933518
"Bio4",0.297137046834246
"Bio5",0.0262533843269384
"Bio6",0.0465332558877611
"Bio8",0.00986972946484562
