"expl.var","var.imp"
"Bio12",2.18354625692695
"Bio13",3.83937011210256
"Bio15",0.750387887778623
"Bio18",4.94584479271424
"Bio19",0.89578957373699
"Bio2",4.77444943654057
"Bio3",63.7376610772302
"Bio4",53.0109048117723
"Bio5",4.13971031344756
"Bio6",3.8159978341096
"Bio8",1.28576286921962
