"algo","mean","sd","weight"
"CTA",0.9823125,0.00640540136655516,0.141053255075117
"GBM",0.99925,0.000447213595499958,0.143485362482724
"GLM",0.991625,0.00774489078898686,0.142390465420997
"MARS",0.9971875,0.00288024883184307,0.143189201802093
"MAXNET",0.9975,0.001211060141639,0.143234074632492
"RF",0.9995625,0.00051234753829798,0.143530235313123
"XGBOOST",0.9966875,0.00192245502764911,0.143117405273455
