"algo","mean","sd","weight"
"CTA",0.9570625,0.00914672072384416,0.141287298628924
"GBM",0.9745,0.00688960569747404,0.143861526821797
"GLM",0.974,0.0118265238623472,0.143787713827019
"MARS",0.973875,0.00935147047260484,0.143769260578325
"MAXNET",0.9565625,0.0110088979163826,0.141213485634146
"RF",0.97575,0.00700951733954153,0.144046059308741
"XGBOOST",0.962125,0.010719919153924,0.142034655201048
