"algo","mean","sd","weight"
"CTA",0.9276875,0.0101042482814573,0.123211143208155
"GBM",0.951875,0.00795717705387198,0.126423614569844
"GLM",0.9389375,0.0296591048415153,0.124705315934522
"MARS",0.9453125,0.0228202212960348,0.125552013812797
"MAXENT",0.913375,0.0194315036302735,0.121310223461832
"MAXNET",0.958375,0.00677126280689209,0.127286914367301
"RF",0.9555,0.00779743547584718,0.126905070226118
"XGBOOST",0.9381875,0.00828024758083955,0.124605704419431
