"algo","mean","sd","weight"
"CTA",0.963875,0.00499165971062398,0.124133712179141
"GBM",0.975875,0.00366742416417845,0.125679145504157
"GLM",0.9695,0.0148234049169998,0.124858134050243
"MARS",0.972875,0.0113070774296456,0.125292787172903
"MAXENT",0.956875,0.00979030132324844,0.123232209406216
"MAXNET",0.9789375,0.00347311099736245,0.126073552967312
"RF",0.9775625,0.00377657252015634,0.125896472065488
"XGBOOST",0.9693125,0.00423821896555617,0.124833986654539
